127.0.0.1 - - [13/Mar/2018:12:05:52 +0000] "GET /2018/03/13/hello-world/ HTTP/1.1" 200 19556 "http://ideallife.local/2018/03/13/hello-world/" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [13/Mar/2018:12:05:54 +0000] "POST /wp-cron.php?doing_wp_cron=1520942753.6393649578094482421875 HTTP/1.1" 499 0 "http://ideallife.local/wp-cron.php?doing_wp_cron=1520942753.6393649578094482421875" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [13/Mar/2018:12:06:36 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.4 HTTP/1.0" 200 244328 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:36 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=2dfb57bb9f&1520942797536 HTTP/1.0" 200 1114 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:36 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=2dfb57bb9f&1520942797832 HTTP/1.0" 200 572 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:36 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=2dfb57bb9f&1520942798030 HTTP/1.0" 200 1 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:42 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 95 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /wp-admin/tools.php HTTP/1.0" 200 22533 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 499 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.4 HTTP/1.0" 200 41526 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,svg-painter,heartbeat,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 12541 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 94628 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:06:57 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:07:12 +0000] "POST /wp-cron.php?doing_wp_cron=1520942832.6849210262298583984375 HTTP/1.1" 200 31 "http://ideallife.local/wp-cron.php?doing_wp_cron=1520942832.6849210262298583984375" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [13/Mar/2018:12:07:18 +0000] "GET /wp-admin/import.php HTTP/1.0" 499 0 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:07:24 +0000] "GET /wp-admin/import.php HTTP/1.0" 200 34447 "http://ideallife.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:07:24 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,jquery-ui-core,plugin-install,underscore,wp-util,wp-a11y,updates,svg-painter,heartbeat,wp-&load%5B%5D=auth-check&ver=4.9.4 HTTP/1.0" 200 34347 "http://ideallife.local/wp-admin/import.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [13/Mar/2018:12:07:24 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/import.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:13 +0000] "POST /wp-cron.php?doing_wp_cron=1525067712.4695489406585693359375 HTTP/1.1" 499 0 "http://ideallife.local/wp-cron.php?doing_wp_cron=1525067712.4695489406585693359375" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [30/Apr/2018:05:55:13 +0000] "POST /wp-cron.php?doing_wp_cron=1525067712.5194339752197265625000 HTTP/1.1" 499 0 "http://ideallife.local/wp-cron.php?doing_wp_cron=1525067712.5194339752197265625000" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [30/Apr/2018:05:55:14 +0000] "POST /wp-cron.php?doing_wp_cron=1525067713.4167220592498779296875 HTTP/1.1" 499 0 "http://ideallife.local/wp-cron.php?doing_wp_cron=1525067713.4167220592498779296875" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [30/Apr/2018:05:55:15 +0000] "GET / HTTP/1.0" 200 53222 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:35 +0000] "GET / HTTP/1.0" 200 53222 "http://ideallife.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:44 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:45 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:45 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2263 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:45 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.4 HTTP/1.0" 200 38592 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:45 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:56 +0000] "POST /wp-login.php HTTP/1.0" 200 3296 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:55:56 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:05 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://ideallife.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:11 +0000] "GET /wp-admin/ HTTP/1.0" 200 53706 "http://ideallife.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:11 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.4 HTTP/1.0" 200 41526 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:11 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 94628 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:12 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.4 HTTP/1.0" 200 79077 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:18 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 95 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:25 +0000] "GET /wp-admin/themes.php HTTP/1.0" 499 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:33 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 42560 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:33 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 499 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:33 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter,h&load%5B%5D=eartbeat,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 51084 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:56:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:57:35 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:05:59:36 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:06:01:37 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:06:03:37 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:06:05:38 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [30/Apr/2018:06:10:55 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:31 +0000] "POST /wp-cron.php?doing_wp_cron=1525497570.2878990173339843750000 HTTP/1.1" 499 0 "http://ideallife.local/wp-cron.php?doing_wp_cron=1525497570.2878990173339843750000" "WordPress/4.9.4; http://ideallife.local"
127.0.0.1 - - [05/May/2018:05:19:31 +0000] "GET / HTTP/1.0" 200 53222 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:32 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:41 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:42 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:42 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2263 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:19:45 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:05 +0000] "GET /wp-admin/ HTTP/1.0" 200 53706 "http://ideallife.local/wp-login.php?redirect_to=http%3A%2F%2Fideallife.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:12 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 95 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:18 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 46343 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:18 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 499 0 "http://ideallife.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:27 +0000] "GET /wp-admin/customize.php?theme=lionmedia&return=http%3A%2F%2Fideallife.local%2Fwp-admin%2Fthemes.php HTTP/1.0" 200 501910 "http://ideallife.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [05/May/2018:05:20:27 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=4.9.4 HTTP/1.0" 200 6484 "http://ideallife.local/wp-admin/customize.php?theme=lionmedia&return=http%3A%2F%2Fideallife.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
